pclass,survived,sex,age,sibsp,parch,fare,embarked,deck,title,fare_per_person,fare_log,family_size,is_alone
1,0,0,57.0,1,1,164.8667,S,Unknown,Mr,41.216675,3.742815285173949,3,0
1,1,1,45.0,1,1,164.8667,S,Unknown,Mrs,41.216675,3.742815285173949,3,0
1,0,0,50.0,1,1,211.5,C,C,Mr,42.3,3.768152635008444,3,0
1,0,0,27.0,0,2,211.5,C,C,Mr,42.3,3.768152635008444,3,0
1,1,1,50.0,1,1,211.5,C,C,Mrs,42.3,3.768152635008444,3,0
1,1,1,21.0,0,0,26.55,S,Unknown,Miss,26.55,3.3160025355989236,1,1
1,0,0,51.0,0,1,61.3792,C,Unknown,Mr,30.6896,3.4559885513448463,2,0
1,1,0,21.0,0,1,61.3792,C,Unknown,Mr,30.6896,3.4559885513448463,2,0
1,0,0,41.5,0,0,35.0,S,C,Mr,35.0,3.58351893845611,1,1
1,1,1,31.0,0,0,134.5,C,E,Miss,26.9,3.32862668882732,1,1
1,1,0,41.5,0,0,35.5,S,C,Mr,35.5,3.597312260588446,1,1
1,0,0,62.0,0,0,26.55,S,Unknown,Mr,26.55,3.3160025355989236,1,1
1,1,1,36.0,0,0,135.6333,C,C,Miss,33.908325,3.552725339444502,1,1
2,0,0,30.0,1,0,24.0,C,Unknown,Mr,12.0,2.5649493574615367,2,0
2,1,1,28.0,1,0,24.0,C,Unknown,Mrs,12.0,2.5649493574615367,2,0
2,0,0,30.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,18.0,0,0,11.5,S,Unknown,Mr,11.5,2.5257286443082556,1,1
2,0,0,25.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,34.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,36.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,57.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,18.0,0,0,11.5,S,Unknown,Mr,11.5,2.5257286443082556,1,1
2,0,0,23.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,36.0,0,0,13.0,S,D,Mrs,13.0,2.6390573296152584,1,1
2,0,0,28.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,51.0,0,0,12.525,S,Unknown,Rare,12.525,2.6045398247325453,1,1
2,1,0,32.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,19.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,28.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,0,1.0,2,1,39.0,S,F,Master,9.75,2.3749057545736716,4,0
2,1,1,4.0,2,1,39.0,S,F,Miss,9.75,2.3749057545736716,4,0
2,1,1,12.0,2,1,39.0,S,F,Miss,9.75,2.3749057545736716,4,0
2,1,1,36.0,0,3,39.0,S,F,Mrs,9.75,2.3749057545736716,4,0
2,1,0,34.0,0,0,13.0,S,D,Mr,13.0,2.6390573296152584,1,1
2,1,1,19.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,23.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,26.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,42.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,27.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,24.0,0,0,13.0,S,F,Miss,13.0,2.6390573296152584,1,1
2,1,1,15.0,0,2,39.0,S,Unknown,Miss,13.0,2.6390573296152584,3,0
2,0,0,60.0,1,1,39.0,S,Unknown,Mr,13.0,2.6390573296152584,3,0
2,1,1,40.0,1,1,39.0,S,Unknown,Mrs,13.0,2.6390573296152584,3,0
2,1,1,20.0,1,0,26.0,S,Unknown,Miss,13.0,2.6390573296152584,2,0
2,0,0,25.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,36.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,25.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,42.0,0,0,13.0,S,Unknown,Rare,13.0,2.6390573296152584,1,1
2,1,1,42.0,0,0,13.0,S,Unknown,Mrs,13.0,2.6390573296152584,1,1
2,1,0,0.8333,0,2,29.0,S,Unknown,Master,9.666666666666666,2.367123614131617,3,0
2,1,0,26.0,1,1,29.0,S,Unknown,Mr,9.666666666666666,2.367123614131617,3,0
2,1,1,22.0,1,1,29.0,S,Unknown,Mrs,9.666666666666666,2.367123614131617,3,0
2,1,1,35.0,0,0,21.0,S,Unknown,Miss,10.5,2.4423470353692043,1,1
2,0,0,30.0,0,0,15.05,S,Unknown,Mr,5.016666666666667,1.7945333961107803,1,1
2,0,0,19.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,1,44.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,54.0,1,0,26.0,S,Unknown,Rare,13.0,2.6390573296152584,2,0
2,0,0,52.0,0,0,13.5,S,Unknown,Mr,13.5,2.6741486494265287,1,1
2,0,0,37.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,0,1,29.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,1,1,25.0,1,1,30.0,S,Unknown,Miss,15.0,2.772588722239781,3,0
2,1,1,45.0,0,2,30.0,S,Unknown,Mrs,15.0,2.772588722239781,3,0
2,0,0,29.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,28.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,29.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,28.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,0,24.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,8.0,0,2,26.25,S,Unknown,Miss,8.75,2.277267285009756,3,0
2,0,0,31.0,1,1,26.25,S,Unknown,Mr,8.75,2.277267285009756,3,0
2,1,1,31.0,1,1,26.25,S,Unknown,Mrs,8.75,2.277267285009756,3,0
2,1,1,22.0,0,0,10.5,S,F,Mrs,10.5,2.4423470353692043,1,1
2,0,1,30.0,0,0,13.0,S,Unknown,Mrs,13.0,2.6390573296152584,1,1
2,0,1,30.5,0,0,21.0,S,Unknown,Mrs,10.5,2.4423470353692043,1,1
2,0,0,21.0,0,0,11.5,S,Unknown,Mr,11.5,2.5257286443082556,1,1
2,0,0,30.0,0,0,15.05,S,Unknown,Mr,5.016666666666667,1.7945333961107803,1,1
2,1,0,8.0,1,1,36.75,S,Unknown,Master,9.1875,2.321161478566981,3,0
2,0,0,18.0,0,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,48.0,0,2,36.75,S,Unknown,Mrs,9.1875,2.321161478566981,3,0
2,1,1,28.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,32.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,17.0,0,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,29.0,1,0,27.7208,C,Unknown,Mr,13.8604,2.6986999568277366,2,0
2,1,1,24.0,1,0,27.7208,C,Unknown,Mrs,13.8604,2.6986999568277366,2,0
2,0,0,25.0,0,0,31.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,18.0,0,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,18.0,0,1,23.0,S,Unknown,Miss,11.5,2.5257286443082556,2,0
2,1,1,34.0,0,1,23.0,S,Unknown,Mrs,11.5,2.5257286443082556,2,0
2,0,0,54.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,0,8.0,0,2,32.5,S,Unknown,Master,10.833333333333334,2.4709204078132605,3,0
2,0,0,42.0,1,1,32.5,S,Unknown,Mr,10.833333333333334,2.4709204078132605,3,0
2,1,1,34.0,1,1,32.5,S,Unknown,Mrs,10.833333333333334,2.4709204078132605,3,0
2,1,1,27.0,1,0,13.8583,C,Unknown,Miss,13.8583,2.698558631668595,2,0
2,1,1,30.0,1,0,13.8583,C,Unknown,Miss,13.8583,2.698558631668595,2,0
2,0,0,23.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,21.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,18.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,40.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,29.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,18.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,36.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,30.0,0,0,15.05,S,Unknown,Mr,15.05,2.775708849576025,1,1
2,0,1,38.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,35.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,38.0,1,0,21.0,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,0,0,34.0,1,0,21.0,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,1,1,34.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,16.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,26.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,47.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,21.0,1,0,11.5,S,Unknown,Mr,11.5,2.5257286443082556,2,0
2,0,0,21.0,1,0,11.5,S,Unknown,Mr,11.5,2.5257286443082556,2,0
2,0,0,24.0,0,0,13.5,S,Unknown,Mr,13.5,2.6741486494265287,1,1
2,0,0,24.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,34.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,30.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,52.0,0,0,13.0,S,Unknown,Mr,6.5,2.0149030205422647,1,1
2,0,0,30.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,0,0.6667,1,1,14.5,S,Unknown,Master,7.25,2.1102132003465894,3,0
2,1,1,24.0,0,2,14.5,S,Unknown,Mrs,7.25,2.1102132003465894,3,0
2,0,0,44.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,6.0,0,1,33.0,S,Unknown,Miss,11.0,2.4849066497880004,2,0
2,0,0,28.0,0,1,33.0,S,Unknown,Rare,11.0,2.4849066497880004,2,0
2,1,0,62.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,30.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,7.0,0,2,26.25,S,Unknown,Miss,8.75,2.277267285009756,3,0
2,0,0,43.0,1,1,26.25,S,Unknown,Mr,8.75,2.277267285009756,3,0
2,1,1,45.0,1,1,26.25,S,Unknown,Mrs,8.75,2.277267285009756,3,0
2,1,1,24.0,1,2,65.0,S,Unknown,Miss,13.0,2.6390573296152584,4,0
2,1,1,24.0,1,2,65.0,S,Unknown,Miss,13.0,2.6390573296152584,4,0
2,0,0,49.0,1,2,65.0,S,Unknown,Mr,13.0,2.6390573296152584,4,0
2,1,1,48.0,1,2,65.0,S,Unknown,Mrs,13.0,2.6390573296152584,4,0
2,1,1,55.0,0,0,16.0,S,Unknown,Mrs,16.0,2.833213344056216,1,1
2,0,0,24.0,2,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,3,0
2,0,0,32.0,2,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,3,0
2,0,0,21.0,2,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,3,0
2,0,1,18.0,1,1,13.0,S,Unknown,Miss,13.0,2.6390573296152584,3,0
2,1,1,20.0,2,1,23.0,S,Unknown,Miss,11.5,2.5257286443082556,4,0
2,0,0,23.0,2,1,11.5,S,Unknown,Mr,11.5,2.5257286443082556,4,0
2,0,0,36.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,54.0,1,3,23.0,S,Unknown,Mrs,11.5,2.5257286443082556,5,0
2,0,0,50.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,44.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,29.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,21.0,0,0,73.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,0,42.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,63.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,0,1,60.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,33.0,0,0,12.275,S,Unknown,Mr,12.275,2.5858825671280026,1,1
2,1,1,17.0,0,0,10.5,S,Unknown,Miss,10.5,2.4423470353692043,1,1
2,0,0,42.0,1,0,27.0,S,Unknown,Mr,13.5,2.6741486494265287,2,0
2,1,1,24.0,2,1,27.0,S,Unknown,Mrs,13.5,2.6741486494265287,4,0
2,0,0,47.0,0,0,15.0,S,Unknown,Mr,15.0,2.772588722239781,1,1
2,0,0,24.0,2,0,31.5,S,Unknown,Mr,10.5,2.4423470353692043,3,0
2,0,0,22.0,2,0,31.5,S,Unknown,Mr,10.5,2.4423470353692043,3,0
2,0,0,32.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,23.0,0,0,13.7917,C,D,Mrs,13.7917,2.694066212646058,1,1
2,0,0,34.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,24.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,1,22.0,0,0,21.0,S,Unknown,Mrs,10.5,2.4423470353692043,1,1
2,1,1,20.0,0,0,12.35,Q,E,Miss,12.35,2.5915163848462583,1,1
2,0,0,35.0,0,0,12.35,Q,Unknown,Mr,12.35,2.5915163848462583,1,1
2,1,1,45.0,0,0,13.5,S,Unknown,Mrs,13.5,2.6741486494265287,1,1
2,0,0,57.0,0,0,12.35,Q,Unknown,Rare,12.35,2.5915163848462583,1,1
2,0,0,30.0,0,0,15.05,S,Unknown,Mr,15.05,2.775708849576025,1,1
2,0,0,31.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,1,26.0,1,1,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,3,0
2,0,0,30.0,1,1,26.0,S,Unknown,Rare,13.0,2.6390573296152584,3,0
2,0,0,30.0,0,0,10.7083,Q,Unknown,Mr,10.7083,2.4602979920066583,1,1
2,1,1,1.0,1,2,41.5792,C,Unknown,Miss,10.3948,2.4331571109859165,4,0
2,1,1,3.0,1,2,41.5792,C,Unknown,Miss,10.3948,2.4331571109859165,4,0
2,0,0,25.0,1,2,41.5792,C,Unknown,Mr,10.3948,2.4331571109859165,4,0
2,1,1,22.0,1,2,41.5792,C,Unknown,Mrs,10.3948,2.4331571109859165,4,0
2,1,1,17.0,0,0,12.0,C,Unknown,Miss,12.0,2.5649493574615367,1,1
2,1,1,20.0,0,0,33.0,S,Unknown,Miss,11.0,2.4849066497880004,1,1
2,1,1,34.0,0,0,10.5,S,F,Mrs,10.5,2.4423470353692043,1,1
2,0,0,36.0,0,0,12.875,C,D,Mr,12.875,2.630088659632498,1,1
2,0,0,24.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,61.0,0,0,12.35,Q,Unknown,Mr,12.35,2.5915163848462583,1,1
2,0,0,50.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,42.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,1,57.0,0,0,10.5,S,E,Mrs,5.25,1.8325814637483102,1,1
2,0,0,30.0,0,0,15.0458,C,D,Mr,15.0458,2.775447133088262,1,1
2,1,0,1.0,0,2,37.0042,C,Unknown,Master,12.334733333333332,2.5903721599337124,3,0
2,0,0,31.0,1,1,37.0042,C,Unknown,Mr,12.334733333333332,2.5903721599337124,3,0
2,1,1,24.0,1,1,37.0042,C,Unknown,Mrs,12.334733333333332,2.5903721599337124,3,0
2,0,0,30.0,0,0,15.5792,C,Unknown,Mr,15.5792,2.808148897638332,1,1
2,0,0,30.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,40.0,0,0,16.0,S,Unknown,Mr,16.0,2.833213344056216,1,1
2,0,0,32.0,0,0,13.5,S,Unknown,Mr,13.5,2.6741486494265287,1,1
2,0,0,30.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,46.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,13.0,0,1,19.5,S,Unknown,Miss,9.75,2.3749057545736716,2,0
2,1,1,41.0,0,1,19.5,S,Unknown,Mrs,9.75,2.3749057545736716,2,0
2,1,0,19.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,39.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,48.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,70.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,27.0,0,0,13.0,S,Unknown,Rare,13.0,2.6390573296152584,1,1
2,0,0,54.0,0,0,14.0,S,Unknown,Rare,14.0,2.70805020110221,1,1
2,0,0,39.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,16.0,0,0,10.5,S,Unknown,Mr,5.25,1.8325814637483102,1,1
2,0,0,62.0,0,0,9.6875,Q,Unknown,Mr,9.6875,2.3690748342628787,1,1
2,0,0,32.5,1,0,30.0708,C,Unknown,Mr,15.0354,2.774798778265854,2,0
2,1,1,14.0,1,0,30.0708,C,Unknown,Mrs,15.0354,2.774798778265854,2,0
2,1,0,2.0,1,1,26.0,S,F,Master,8.666666666666666,2.268683541318364,3,0
2,1,0,3.0,1,1,26.0,S,F,Master,8.666666666666666,2.268683541318364,3,0
2,0,0,36.5,0,2,26.0,S,F,Mr,8.666666666666666,2.268683541318364,3,0
2,0,0,26.0,0,0,13.0,S,F,Mr,13.0,2.6390573296152584,1,1
2,0,0,19.0,1,1,36.75,S,Unknown,Mr,9.1875,2.321161478566981,3,0
2,0,0,28.0,0,0,13.5,S,Unknown,Mr,13.5,2.6741486494265287,1,1
2,1,0,20.0,0,0,13.8625,C,D,Mr,13.8625,2.6988412620169004,1,1
2,1,1,29.0,0,0,10.5,S,F,Mrs,10.5,2.4423470353692043,1,1
2,0,0,39.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,0,22.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,0,30.0,0,0,13.8625,C,Unknown,Mr,13.8625,2.6988412620169004,1,1
2,0,0,23.0,0,0,10.5,S,Unknown,Rare,10.5,2.4423470353692043,1,1
2,1,0,29.0,0,0,13.8583,C,Unknown,Mr,13.8583,2.698558631668595,1,1
2,0,0,28.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,30.0,0,0,15.05,S,Unknown,Mr,5.016666666666667,1.7945333961107803,1,1
2,1,1,50.0,0,1,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,0,0,19.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,30.0,0,0,15.05,C,Unknown,Mr,15.05,2.775708849576025,1,1
2,0,0,41.0,0,0,13.0,S,Unknown,Rare,13.0,2.6390573296152584,1,1
2,1,1,21.0,0,1,21.0,S,Unknown,Miss,10.5,2.4423470353692043,2,0
2,1,1,19.0,0,0,26.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,43.0,0,1,21.0,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,1,1,32.0,0,0,13.0,S,Unknown,Mrs,13.0,2.6390573296152584,1,1
2,0,0,34.0,0,0,13.0,S,Unknown,Mr,6.5,2.0149030205422647,1,1
2,1,0,30.0,0,0,12.7375,C,Unknown,Mr,12.7375,2.62012931972974,1,1
2,0,0,27.0,0,0,15.0333,C,Unknown,Mr,15.0333,2.7746678094393658,1,1
2,1,1,2.0,1,1,26.0,S,Unknown,Miss,8.666666666666666,2.268683541318364,3,0
2,1,1,8.0,1,1,26.0,S,Unknown,Miss,8.666666666666666,2.268683541318364,3,0
2,1,1,33.0,0,2,26.0,S,Unknown,Mrs,8.666666666666666,2.268683541318364,3,0
2,0,0,36.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,34.0,1,0,21.0,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,1,1,30.0,3,0,21.0,S,Unknown,Mrs,10.5,2.4423470353692043,4,0
2,1,1,28.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,23.0,0,0,15.0458,C,Unknown,Mr,15.0458,2.775447133088262,1,1
2,1,0,0.8333,1,1,18.75,S,Unknown,Master,6.25,1.9810014688665833,3,0
2,1,0,3.0,1,1,18.75,S,Unknown,Master,6.25,1.9810014688665833,3,0
2,1,1,24.0,2,3,18.75,S,Unknown,Mrs,6.25,1.9810014688665833,6,0
2,1,1,50.0,0,0,10.5,S,Unknown,Miss,10.5,2.4423470353692043,1,1
2,0,0,19.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,21.0,0,0,10.5,S,Unknown,Miss,10.5,2.4423470353692043,1,1
2,0,0,26.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,25.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,27.0,0,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,25.0,0,1,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,1,1,18.0,0,2,13.0,S,Unknown,Miss,13.0,2.6390573296152584,3,0
2,1,1,20.0,0,0,36.75,S,Unknown,Miss,9.1875,2.321161478566981,1,1
2,1,1,30.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,59.0,0,0,13.5,S,Unknown,Mr,13.5,2.6741486494265287,1,1
2,1,1,30.0,0,0,12.35,Q,Unknown,Miss,12.35,2.5915163848462583,1,1
2,0,0,35.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,1,1,40.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
2,0,0,25.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,0,0,41.0,0,0,15.0458,C,Unknown,Mr,15.0458,2.775447133088262,1,1
2,0,0,25.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,18.5,0,0,13.0,S,F,Mr,13.0,2.6390573296152584,1,1
2,0,0,14.0,0,0,65.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,50.0,0,0,10.5,S,Unknown,Miss,10.5,2.4423470353692043,1,1
2,0,0,23.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,28.0,0,0,12.65,S,Unknown,Mrs,12.65,2.613739521630969,1,1
2,1,1,27.0,0,0,10.5,S,E,Miss,10.5,2.4423470353692043,1,1
2,0,0,29.0,1,0,21.0,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,0,1,27.0,1,0,21.0,S,Unknown,Mrs,10.5,2.4423470353692043,2,0
2,0,0,40.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,31.0,0,0,21.0,S,Unknown,Miss,10.5,2.4423470353692043,1,1
2,0,0,30.0,1,0,21.0,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,0,0,23.0,1,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,2,0
2,1,1,31.0,0,0,21.0,S,Unknown,Mrs,10.5,2.4423470353692043,1,1
2,0,0,30.0,0,0,15.05,S,Unknown,Mr,15.05,2.775708849576025,1,1
2,1,1,12.0,0,0,15.75,S,Unknown,Miss,7.875,2.1832383353614797,1,1
2,1,1,40.0,0,0,15.75,S,Unknown,Mrs,7.875,2.1832383353614797,1,1
2,1,1,32.5,0,0,13.0,S,E,Miss,13.0,2.6390573296152584,1,1
2,0,0,27.0,1,0,26.0,S,Unknown,Mr,13.0,2.6390573296152584,2,0
2,1,1,29.0,1,0,26.0,S,Unknown,Mrs,13.0,2.6390573296152584,2,0
2,1,0,2.0,1,1,23.0,S,Unknown,Master,7.666666666666667,2.1594842493533726,3,0
2,1,1,4.0,1,1,23.0,S,Unknown,Miss,7.666666666666667,2.1594842493533726,3,0
2,1,1,29.0,0,2,23.0,S,Unknown,Mrs,7.666666666666667,2.1594842493533726,3,0
2,1,1,0.9167,1,2,27.75,S,Unknown,Miss,6.9375,2.07159836421881,4,0
2,1,1,5.0,1,2,27.75,S,Unknown,Miss,6.9375,2.07159836421881,4,0
2,0,0,36.0,1,2,27.75,S,Unknown,Mr,6.9375,2.07159836421881,4,0
2,1,1,33.0,1,2,27.75,S,Unknown,Mrs,6.9375,2.07159836421881,4,0
2,0,0,66.0,0,0,10.5,S,Unknown,Mr,10.5,2.4423470353692043,1,1
2,0,0,30.0,0,0,12.875,S,Unknown,Mr,12.875,2.630088659632498,1,1
2,1,0,31.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,0,30.0,0,0,13.0,S,Unknown,Mr,13.0,2.6390573296152584,1,1
2,1,1,26.0,0,0,13.5,S,Unknown,Miss,13.5,2.6741486494265287,1,1
2,0,1,24.0,0,0,13.0,S,Unknown,Miss,13.0,2.6390573296152584,1,1
3,0,0,42.0,0,0,7.55,S,Unknown,Mr,7.55,2.145931282948669,1,1
3,0,0,13.0,0,2,20.25,S,Unknown,Master,6.75,2.0476928433652555,3,0
3,0,0,16.0,1,1,20.25,S,Unknown,Mr,6.75,2.0476928433652555,3,0
3,1,1,35.0,1,1,20.25,S,Unknown,Mrs,6.75,2.0476928433652555,3,0
3,1,1,16.0,0,0,7.65,S,Unknown,Miss,7.65,2.157559320943788,1,1
3,1,0,25.0,0,0,7.65,S,F,Mr,7.65,2.157559320943788,1,1
3,1,0,20.0,0,0,7.925,S,Unknown,Mr,7.925,2.188856327665703,1,1
3,1,1,18.0,0,0,7.2292,C,Unknown,Mrs,7.2292,2.1076888046179385,1,1
3,0,0,30.0,0,0,7.25,S,Unknown,Mr,7.25,2.1102132003465894,1,1
3,0,0,26.0,0,0,8.05,S,Unknown,Mr,8.05,2.2027647577118348,1,1
3,0,1,40.0,1,0,9.475,S,Unknown,Mrs,9.475,2.348991465808201,2,0
